,0
61,"{'id': 62602832, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2703700', 'nomeIBGE': 'JARAMATAIA', 'nomeIBGEsemAcento': 'JARAMATAIA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 226405.0, 'quantidadeBeneficiados': 936}"
62,"{'id': 65904611, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2703759', 'nomeIBGE': 'JEQUIÁ DA PRAIA', 'nomeIBGEsemAcento': 'JEQUIA DA PRAIA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 494463.0, 'quantidadeBeneficiados': 2092}"
63,"{'id': 64302723, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2703809', 'nomeIBGE': 'JOAQUIM GOMES', 'nomeIBGEsemAcento': 'JOAQUIM GOMES', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 561955.0, 'quantidadeBeneficiados': 3169}"
64,"{'id': 72703209, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2703908', 'nomeIBGE': 'JUNDIÁ', 'nomeIBGEsemAcento': 'JUNDIA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 188324.0, 'quantidadeBeneficiados': 719}"
65,"{'id': 65603301, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704005', 'nomeIBGE': 'JUNQUEIRO', 'nomeIBGEsemAcento': 'JUNQUEIRO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 630584.0, 'quantidadeBeneficiados': 3629}"
66,"{'id': 73103443, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704104', 'nomeIBGE': 'LAGOA DA CANOA', 'nomeIBGEsemAcento': 'LAGOA DA CANOA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 708681.0, 'quantidadeBeneficiados': 2928}"
67,"{'id': 62803733, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704203', 'nomeIBGE': 'LIMOEIRO DE ANADIA', 'nomeIBGEsemAcento': 'LIMOEIRO DE ANADIA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 947633.0, 'quantidadeBeneficiados': 3851}"
68,"{'id': 66403597, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704302', 'nomeIBGE': 'MACEIÓ', 'nomeIBGEsemAcento': 'MACEIO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 8805285.0, 'quantidadeBeneficiados': 50585}"
69,"{'id': 66103686, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704401', 'nomeIBGE': 'MAJOR ISIDORO', 'nomeIBGEsemAcento': 'MAJOR ISIDORO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 704572.0, 'quantidadeBeneficiados': 3145}"
70,"{'id': 69704250, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704906', 'nomeIBGE': 'MAR VERMELHO', 'nomeIBGEsemAcento': 'MAR VERMELHO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 139647.0, 'quantidadeBeneficiados': 617}"
71,"{'id': 76704515, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704500', 'nomeIBGE': 'MARAGOGI', 'nomeIBGEsemAcento': 'MARAGOGI', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 864225.0, 'quantidadeBeneficiados': 4656}"
72,"{'id': 67805017, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704609', 'nomeIBGE': 'MARAVILHA', 'nomeIBGEsemAcento': 'MARAVILHA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 496400.0, 'quantidadeBeneficiados': 2624}"
73,"{'id': 70402451, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704708', 'nomeIBGE': 'MARECHAL DEODORO', 'nomeIBGEsemAcento': 'MARECHAL DEODORO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1406713.0, 'quantidadeBeneficiados': 6604}"
74,"{'id': 63404311, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2704807', 'nomeIBGE': 'MARIBONDO', 'nomeIBGEsemAcento': 'MARIBONDO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 332776.0, 'quantidadeBeneficiados': 1815}"
75,"{'id': 71304838, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705002', 'nomeIBGE': 'MATA GRANDE', 'nomeIBGEsemAcento': 'MATA GRANDE', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 702559.0, 'quantidadeBeneficiados': 3343}"
76,"{'id': 66104417, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705101', 'nomeIBGE': 'MATRIZ DE CAMARAGIBE', 'nomeIBGEsemAcento': 'MATRIZ DE CAMARAGIBE', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 590298.0, 'quantidadeBeneficiados': 3259}"
77,"{'id': 71705212, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705200', 'nomeIBGE': 'MESSIAS', 'nomeIBGEsemAcento': 'MESSIAS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 277950.0, 'quantidadeBeneficiados': 1556}"
78,"{'id': 64902176, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705309', 'nomeIBGE': 'MINADOR DO NEGRÃO', 'nomeIBGEsemAcento': 'MINADOR DO NEGRAO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 182751.0, 'quantidadeBeneficiados': 692}"
79,"{'id': 69703380, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705408', 'nomeIBGE': 'MONTEIRÓPOLIS', 'nomeIBGEsemAcento': 'MONTEIROPOLIS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 352295.0, 'quantidadeBeneficiados': 1509}"
80,"{'id': 68104003, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705507', 'nomeIBGE': 'MURICI', 'nomeIBGEsemAcento': 'MURICI', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 823774.0, 'quantidadeBeneficiados': 3842}"
81,"{'id': 70403004, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705606', 'nomeIBGE': 'NOVO LINO', 'nomeIBGEsemAcento': 'NOVO LINO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 380079.0, 'quantidadeBeneficiados': 1839}"
82,"{'id': 70104451, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705903', 'nomeIBGE': ""OLHO D'ÁGUA GRANDE"", 'nomeIBGEsemAcento': ""OLHO D'AGUA GRANDE"", 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 370155.0, 'quantidadeBeneficiados': 1299}"
83,"{'id': 65002659, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705705', 'nomeIBGE': ""OLHO D'ÁGUA DAS FLORES"", 'nomeIBGEsemAcento': ""OLHO D'AGUA DAS FLORES"", 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 418964.0, 'quantidadeBeneficiados': 2611}"
84,"{'id': 67702550, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2705804', 'nomeIBGE': ""OLHO D'ÁGUA DO CASADO"", 'nomeIBGEsemAcento': ""OLHO D'AGUA DO CASADO"", 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 400950.0, 'quantidadeBeneficiados': 1646}"
85,"{'id': 67602378, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706000', 'nomeIBGE': 'OLIVENÇA', 'nomeIBGEsemAcento': 'OLIVENCA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 569683.0, 'quantidadeBeneficiados': 2012}"
86,"{'id': 68703275, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706109', 'nomeIBGE': 'OURO BRANCO', 'nomeIBGEsemAcento': 'OURO BRANCO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 564860.0, 'quantidadeBeneficiados': 2479}"
87,"{'id': 71603238, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706208', 'nomeIBGE': 'PALESTINA', 'nomeIBGEsemAcento': 'PALESTINA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 161013.0, 'quantidadeBeneficiados': 841}"
88,"{'id': 75403795, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706307', 'nomeIBGE': 'PALMEIRA DOS ÍNDIOS', 'nomeIBGEsemAcento': 'PALMEIRA DOS INDIOS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1917599.0, 'quantidadeBeneficiados': 10220}"
89,"{'id': 74703848, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706406', 'nomeIBGE': 'PÃO DE AÇÚCAR', 'nomeIBGEsemAcento': 'PAO DE ACUCAR', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 575350.0, 'quantidadeBeneficiados': 3444}"
90,"{'id': 68204004, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706422', 'nomeIBGE': 'PARICONHA', 'nomeIBGEsemAcento': 'PARICONHA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 430998.0, 'quantidadeBeneficiados': 1678}"
91,"{'id': 64304750, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706448', 'nomeIBGE': 'PARIPUEIRA', 'nomeIBGEsemAcento': 'PARIPUEIRA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 360005.0, 'quantidadeBeneficiados': 2070}"
92,"{'id': 67604327, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706505', 'nomeIBGE': 'PASSO DE CAMARAGIBE', 'nomeIBGEsemAcento': 'PASSO DE CAMARAGIBE', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 365737.0, 'quantidadeBeneficiados': 1927}"
93,"{'id': 64303794, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706604', 'nomeIBGE': 'PAULO JACINTO', 'nomeIBGEsemAcento': 'PAULO JACINTO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 236147.0, 'quantidadeBeneficiados': 1234}"
94,"{'id': 70604234, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706703', 'nomeIBGE': 'PENEDO', 'nomeIBGEsemAcento': 'PENEDO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1794968.0, 'quantidadeBeneficiados': 9340}"
95,"{'id': 67804743, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706802', 'nomeIBGE': 'PIAÇABUÇU', 'nomeIBGEsemAcento': 'PIACABUCU', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 838147.0, 'quantidadeBeneficiados': 3954}"
96,"{'id': 76302204, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2706901', 'nomeIBGE': 'PILAR', 'nomeIBGEsemAcento': 'PILAR', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 919130.0, 'quantidadeBeneficiados': 5083}"
97,"{'id': 67502507, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707008', 'nomeIBGE': 'PINDOBA', 'nomeIBGEsemAcento': 'PINDOBA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 71821.0, 'quantidadeBeneficiados': 299}"
98,"{'id': 63404756, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707107', 'nomeIBGE': 'PIRANHAS', 'nomeIBGEsemAcento': 'PIRANHAS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 882336.0, 'quantidadeBeneficiados': 3666}"
99,"{'id': 69603314, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707206', 'nomeIBGE': 'POÇO DAS TRINCHEIRAS', 'nomeIBGEsemAcento': 'POCO DAS TRINCHEIRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 666304.0, 'quantidadeBeneficiados': 2383}"
100,"{'id': 63902457, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707305', 'nomeIBGE': 'PORTO CALVO', 'nomeIBGEsemAcento': 'PORTO CALVO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 872899.0, 'quantidadeBeneficiados': 5214}"
101,"{'id': 72202867, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707503', 'nomeIBGE': 'PORTO REAL DO COLÉGIO', 'nomeIBGEsemAcento': 'PORTO REAL DO COLEGIO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 903046.0, 'quantidadeBeneficiados': 3811}"
102,"{'id': 69005141, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707404', 'nomeIBGE': 'PORTO DE PEDRAS', 'nomeIBGEsemAcento': 'PORTO DE PEDRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 287342.0, 'quantidadeBeneficiados': 1611}"
103,"{'id': 63903429, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707602', 'nomeIBGE': 'QUEBRANGULO', 'nomeIBGEsemAcento': 'QUEBRANGULO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 604128.0, 'quantidadeBeneficiados': 2221}"
104,"{'id': 67202951, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707701', 'nomeIBGE': 'RIO LARGO', 'nomeIBGEsemAcento': 'RIO LARGO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1679483.0, 'quantidadeBeneficiados': 9766}"
105,"{'id': 63504092, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707800', 'nomeIBGE': 'ROTEIRO', 'nomeIBGEsemAcento': 'ROTEIRO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 240809.0, 'quantidadeBeneficiados': 1148}"
106,"{'id': 70603024, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2707909', 'nomeIBGE': 'SANTA LUZIA DO NORTE', 'nomeIBGEsemAcento': 'SANTA LUZIA DO NORTE', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 157329.0, 'quantidadeBeneficiados': 805}"
107,"{'id': 70504159, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708006', 'nomeIBGE': 'SANTANA DO IPANEMA', 'nomeIBGEsemAcento': 'SANTANA DO IPANEMA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1762686.0, 'quantidadeBeneficiados': 7543}"
108,"{'id': 69203597, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708105', 'nomeIBGE': 'SANTANA DO MUNDAÚ', 'nomeIBGEsemAcento': 'SANTANA DO MUNDAU', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 294946.0, 'quantidadeBeneficiados': 1698}"
109,"{'id': 75803612, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708204', 'nomeIBGE': 'SÃO BRÁS', 'nomeIBGEsemAcento': 'SAO BRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 222660.0, 'quantidadeBeneficiados': 1016}"
110,"{'id': 74804615, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708303', 'nomeIBGE': 'SÃO JOSÉ DA LAJE', 'nomeIBGEsemAcento': 'SAO JOSE DA LAJE', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 587222.0, 'quantidadeBeneficiados': 3103}"
111,"{'id': 75404459, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708402', 'nomeIBGE': 'SÃO JOSÉ DA TAPERA', 'nomeIBGEsemAcento': 'SAO JOSE DA TAPERA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1556931.0, 'quantidadeBeneficiados': 5943}"
112,"{'id': 65904876, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708501', 'nomeIBGE': 'SÃO LUÍS DO QUITUNDE', 'nomeIBGEsemAcento': 'SAO LUIS DO QUITUNDE', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1017676.0, 'quantidadeBeneficiados': 6077}"
113,"{'id': 76305269, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708600', 'nomeIBGE': 'SÃO MIGUEL DOS CAMPOS', 'nomeIBGEsemAcento': 'SAO MIGUEL DOS CAMPOS', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1255646.0, 'quantidadeBeneficiados': 7271}"
114,"{'id': 62702446, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708709', 'nomeIBGE': 'SÃO MIGUEL DOS MILAGRES', 'nomeIBGEsemAcento': 'SAO MIGUEL DOS MILAGRES', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 204655.0, 'quantidadeBeneficiados': 1190}"
115,"{'id': 74704457, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708808', 'nomeIBGE': 'SÃO SEBASTIÃO', 'nomeIBGEsemAcento': 'SAO SEBASTIAO', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1294001.0, 'quantidadeBeneficiados': 5518}"
116,"{'id': 62604166, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708907', 'nomeIBGE': 'SATUBA', 'nomeIBGEsemAcento': 'SATUBA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 313093.0, 'quantidadeBeneficiados': 1475}"
117,"{'id': 75704054, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2708956', 'nomeIBGE': 'SENADOR RUI PALMEIRA', 'nomeIBGEsemAcento': 'SENADOR RUI PALMEIRA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 568669.0, 'quantidadeBeneficiados': 2198}"
118,"{'id': 63905117, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2709004', 'nomeIBGE': ""TANQUE D'ARCA"", 'nomeIBGEsemAcento': ""TANQUE D'ARCA"", 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 215628.0, 'quantidadeBeneficiados': 984}"
119,"{'id': 69702044, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '2709103', 'nomeIBGE': 'TAQUARANA', 'nomeIBGEsemAcento': 'TAQUARANA', 'pais': 'BRASIL', 'uf': {'sigla': 'AL', 'nome': 'ALAGOAS'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 485042.0, 'quantidadeBeneficiados': 2388}"
